NRO	ID	PVM	TUOTE	HINTA
7708	ASIAKAS_802	20.9.2014	B	25
8074	ASIAKAS_841	20.9.2014	C	50
8439	ASIAKAS_879	20.9.2014	C	50
9071	ASIAKAS_944	20.9.2014	C	50
9321	ASIAKAS_970	20.9.2014	C	50
10005	ASIAKAS_1055	20.9.2014	C	50
10093	ASIAKAS_1069	20.9.2014	D	70
10487	ASIAKAS_1129	20.9.2014	C	50
10761	ASIAKAS_1173	20.9.2014	C	50
11052	ASIAKAS_1217	20.9.2014	C	50
177	ASIAKAS_19	21.9.2014	A	10
403	ASIAKAS_42	21.9.2014	C	50
678	ASIAKAS_71	21.9.2014	A	10
1616	ASIAKAS_169	21.9.2014	B	25
1635	ASIAKAS_171	21.9.2014	C	50
2405	ASIAKAS_252	21.9.2014	C	50
2509	ASIAKAS_263	21.9.2014	C	50
2776	ASIAKAS_291	21.9.2014	A	10
2919	ASIAKAS_307	21.9.2014	A	10
3728	ASIAKAS_392	21.9.2014	A	10
3741	ASIAKAS_393	21.9.2014	C	50
3774	ASIAKAS_397	21.9.2014	B	25
3802	ASIAKAS_400	21.9.2014	B	25
4099	ASIAKAS_430	21.9.2014	B	25
4332	ASIAKAS_454	21.9.2014	C	50
4602	ASIAKAS_482	21.9.2014	C	50
4861	ASIAKAS_508	21.9.2014	C	50
5675	ASIAKAS_591	21.9.2014	B	25
6012	ASIAKAS_626	21.9.2014	A	10
6873	ASIAKAS_715	21.9.2014	A	10
7188	ASIAKAS_747	21.9.2014	B	25
7913	ASIAKAS_824	21.9.2014	A	10
7925	ASIAKAS_825	21.9.2014	A	10
7972	ASIAKAS_830	21.9.2014	C	50
8191	ASIAKAS_853	21.9.2014	B	25
8976	ASIAKAS_934	21.9.2014	B	25
9023	ASIAKAS_939	21.9.2014	A	10
9024	ASIAKAS_939	21.9.2014	A	10
9437	ASIAKAS_981	21.9.2014	B	25
9847	ASIAKAS_1032	21.9.2014	C	50
10378	ASIAKAS_1112	21.9.2014	C	50
10816	ASIAKAS_1181	21.9.2014	D	70
10851	ASIAKAS_1186	21.9.2014	D	70
11053	ASIAKAS_1217	21.9.2014	D	70
11156	ASIAKAS_1233	21.9.2014	C	50
11389	ASIAKAS_1284	21.9.2014	E	100
11661	ASIAKAS_1360	21.9.2014	D	70
383	ASIAKAS_40	22.9.2014	B	25
963	ASIAKAS_101	22.9.2014	C	50
993	ASIAKAS_104	22.9.2014	A	10
1106	ASIAKAS_116	22.9.2014	B	25
1232	ASIAKAS_129	22.9.2014	B	25
1306	ASIAKAS_137	22.9.2014	B	25
1318	ASIAKAS_138	22.9.2014	B	25
1471	ASIAKAS_154	22.9.2014	A	10
1748	ASIAKAS_183	22.9.2014	C	50
2196	ASIAKAS_230	22.9.2014	B	25
2834	ASIAKAS_297	22.9.2014	C	50
3318	ASIAKAS_349	22.9.2014	C	50
3602	ASIAKAS_379	22.9.2014	C	50
4167	ASIAKAS_437	22.9.2014	A	10
4963	ASIAKAS_518	22.9.2014	B	25
5917	ASIAKAS_616	22.9.2014	B	25
6204	ASIAKAS_646	22.9.2014	B	25
6273	ASIAKAS_653	22.9.2014	C	50
6415	ASIAKAS_668	22.9.2014	C	50
6923	ASIAKAS_720	22.9.2014	B	25
7149	ASIAKAS_743	22.9.2014	B	25
7214	ASIAKAS_750	22.9.2014	C	50
7597	ASIAKAS_790	22.9.2014	C	50
8170	ASIAKAS_851	22.9.2014	B	25
8400	ASIAKAS_875	22.9.2014	C	50
8587	ASIAKAS_894	22.9.2014	C	50
9016	ASIAKAS_938	22.9.2014	C	50
9645	ASIAKAS_1003	22.9.2014	D	70
9984	ASIAKAS_1052	22.9.2014	D	70
11046	ASIAKAS_1216	22.9.2014	D	70
11047	ASIAKAS_1216	22.9.2014	C	50
11255	ASIAKAS_1248	22.9.2014	D	70
11492	ASIAKAS_1313	22.9.2014	E	100
11520	ASIAKAS_1320	22.9.2014	D	70
12000	ASIAKAS_1457	22.9.2014	D	70
12077	ASIAKAS_1477	22.9.2014	D	70
690	ASIAKAS_72	23.9.2014	B	25
871	ASIAKAS_91	23.9.2014	B	25
1773	ASIAKAS_186	23.9.2014	A	10
2214	ASIAKAS_232	23.9.2014	C	50
3621	ASIAKAS_381	23.9.2014	C	50
3794	ASIAKAS_399	23.9.2014	A	10
3846	ASIAKAS_404	23.9.2014	B	25
3991	ASIAKAS_419	23.9.2014	C	50
4089	ASIAKAS_429	23.9.2014	B	25
4189	ASIAKAS_439	23.9.2014	B	25
4243	ASIAKAS_445	23.9.2014	A	10
5108	ASIAKAS_533	23.9.2014	C	50
5204	ASIAKAS_543	23.9.2014	A	10
5858	ASIAKAS_610	23.9.2014	B	25
6003	ASIAKAS_625	23.9.2014	B	25
6031	ASIAKAS_628	23.9.2014	B	25
6158	ASIAKAS_641	23.9.2014	C	50
6185	ASIAKAS_644	23.9.2014	C	50
7462	ASIAKAS_776	23.9.2014	B	25
7653	ASIAKAS_796	23.9.2014	C	50
7859	ASIAKAS_818	23.9.2014	A	10
8416	ASIAKAS_877	23.9.2014	A	10
8440	ASIAKAS_879	23.9.2014	B	25
8781	ASIAKAS_914	23.9.2014	C	50
8788	ASIAKAS_915	23.9.2014	A	10
9257	ASIAKAS_963	23.9.2014	A	10
9630	ASIAKAS_1001	23.9.2014	C	50
10736	ASIAKAS_1168	23.9.2014	D	70
11216	ASIAKAS_1242	23.9.2014	C	50
537	ASIAKAS_56	24.9.2014	C	50
859	ASIAKAS_90	24.9.2014	C	50
1579	ASIAKAS_165	24.9.2014	C	50
2139	ASIAKAS_224	24.9.2014	B	25
2272	ASIAKAS_238	24.9.2014	B	25
2324	ASIAKAS_243	24.9.2014	B	25
2532	ASIAKAS_265	24.9.2014	A	10
2930	ASIAKAS_308	24.9.2014	A	10
3193	ASIAKAS_336	24.9.2014	A	10
3428	ASIAKAS_360	24.9.2014	A	10
3438	ASIAKAS_361	24.9.2014	C	50
3493	ASIAKAS_367	24.9.2014	B	25
3558	ASIAKAS_374	24.9.2014	B	25
4826	ASIAKAS_504	24.9.2014	B	25
4912	ASIAKAS_513	24.9.2014	B	25
5069	ASIAKAS_529	24.9.2014	B	NA
5253	ASIAKAS_548	24.9.2014	C	50
5645	ASIAKAS_588	24.9.2014	B	25
6086	ASIAKAS_634	24.9.2014	A	10
6709	ASIAKAS_698	24.9.2014	B	25
6943	ASIAKAS_722	24.9.2014	A	10
6992	ASIAKAS_727	24.9.2014	B	25
7150	ASIAKAS_743	24.9.2014	B	25
7933	ASIAKAS_826	24.9.2014	C	50
8020	ASIAKAS_835	24.9.2014	A	10
8387	ASIAKAS_874	24.9.2014	A	10
10147	ASIAKAS_1077	24.9.2014	C	50
10927	ASIAKAS_1197	24.9.2014	C	50
11005	ASIAKAS_1210	24.9.2014	D	70
11820	ASIAKAS_1405	24.9.2014	D	70
112	ASIAKAS_12	25.9.2014	A	10
454	ASIAKAS_47	25.9.2014	A	10
615	ASIAKAS_64	25.9.2014	A	10
1142	ASIAKAS_120	25.9.2014	C	50
1530	ASIAKAS_160	25.9.2014	C	50
2709	ASIAKAS_284	25.9.2014	A	10
3203	ASIAKAS_337	25.9.2014	A	10
3241	ASIAKAS_341	25.9.2014	C	50
3387	ASIAKAS_356	25.9.2014	C	50
4030	ASIAKAS_423	25.9.2014	A	10
4594	ASIAKAS_481	25.9.2014	A	10
4851	ASIAKAS_507	25.9.2014	C	50
5918	ASIAKAS_616	25.9.2014	B	25
5964	ASIAKAS_621	25.9.2014	C	50
6462	ASIAKAS_673	25.9.2014	C	50
6501	ASIAKAS_677	25.9.2014	A	10
7558	ASIAKAS_786	25.9.2014	B	25
7735	ASIAKAS_805	25.9.2014	C	50
7860	ASIAKAS_818	25.9.2014	C	50
7943	ASIAKAS_827	25.9.2014	B	25
7992	ASIAKAS_832	25.9.2014	C	50
8095	ASIAKAS_843	25.9.2014	C	50
8152	ASIAKAS_849	25.9.2014	A	10
8192	ASIAKAS_853	25.9.2014	C	50
8782	ASIAKAS_914	25.9.2014	A	10
8878	ASIAKAS_924	25.9.2014	B	25
10243	ASIAKAS_1091	25.9.2014	D	70
10877	ASIAKAS_1190	25.9.2014	C	50
10992	ASIAKAS_1208	25.9.2014	C	50
11683	ASIAKAS_1366	25.9.2014	D	70
11779	ASIAKAS_1393	25.9.2014	E	100
12055	ASIAKAS_1471	25.9.2014	D	70
59	ASIAKAS_6	26.9.2014	B	25
203	ASIAKAS_22	26.9.2014	B	25
234	ASIAKAS_25	26.9.2014	B	25
302	ASIAKAS_32	26.9.2014	A	10
332	ASIAKAS_35	26.9.2014	C	50
538	ASIAKAS_56	26.9.2014	A	10
624	ASIAKAS_65	26.9.2014	B	25
658	ASIAKAS_69	26.9.2014	A	10
775	ASIAKAS_81	26.9.2014	C	50
899	ASIAKAS_94	26.9.2014	A	10
981	ASIAKAS_103	26.9.2014	A	10
1812	ASIAKAS_190	26.9.2014	A	10
1911	ASIAKAS_200	26.9.2014	C	50
2341	ASIAKAS_245	26.9.2014	B	25
2575	ASIAKAS_270	26.9.2014	B	25
2920	ASIAKAS_307	26.9.2014	C	50
2943	ASIAKAS_309	26.9.2014	A	10
3398	ASIAKAS_357	26.9.2014	B	25
4031	ASIAKAS_423	26.9.2014	B	25
5254	ASIAKAS_548	26.9.2014	A	10
5593	ASIAKAS_582	26.9.2014	B	25
5750	ASIAKAS_599	26.9.2014	C	50
6110	ASIAKAS_636	26.9.2014	B	25
7993	ASIAKAS_832	26.9.2014	C	50
8201	ASIAKAS_854	26.9.2014	A	10
8308	ASIAKAS_865	26.9.2014	C	50
9322	ASIAKAS_970	26.9.2014	C	50
10135	ASIAKAS_1075	26.9.2014	D	70
10870	ASIAKAS_1189	26.9.2014	C	50
10967	ASIAKAS_1204	26.9.2014	D	70
11059	ASIAKAS_1218	26.9.2014	D	70
11387	ASIAKAS_1283	26.9.2014	D	70
11572	ASIAKAS_1333	26.9.2014	E	100
11903	ASIAKAS_1428	26.9.2014	D	70
11904	ASIAKAS_1428	26.9.2014	E	100
303	ASIAKAS_32	27.9.2014	B	25
441	ASIAKAS_46	27.9.2014	C	50
500	ASIAKAS_52	27.9.2014	C	50
595	ASIAKAS_62	27.9.2014	A	10
679	ASIAKAS_71	27.9.2014	A	10
2160	ASIAKAS_226	27.9.2014	A	10
2441	ASIAKAS_256	27.9.2014	C	50
2754	ASIAKAS_289	27.9.2014	A	10
2765	ASIAKAS_290	27.9.2014	B	25
4244	ASIAKAS_445	27.9.2014	A	10
4263	ASIAKAS_447	27.9.2014	B	25
4486	ASIAKAS_470	27.9.2014	B	25
4994	ASIAKAS_521	27.9.2014	A	10
5085	ASIAKAS_531	27.9.2014	A	NA
5471	ASIAKAS_570	27.9.2014	B	25
5850	ASIAKAS_609	27.9.2014	A	10
6311	ASIAKAS_657	27.9.2014	A	10
7012	ASIAKAS_729	27.9.2014	C	50
7382	ASIAKAS_768	27.9.2014	A	10
7745	ASIAKAS_806	27.9.2014	C	50
8012	ASIAKAS_834	27.9.2014	A	10
8721	ASIAKAS_908	27.9.2014	B	25
9549	ASIAKAS_993	27.9.2014	A	10
9742	ASIAKAS_1017	27.9.2014	D	70
9798	ASIAKAS_1025	27.9.2014	C	50
9855	ASIAKAS_1033	27.9.2014	C	50
10469	ASIAKAS_1126	27.9.2014	D	70
11543	ASIAKAS_1325	27.9.2014	D	70
11607	ASIAKAS_1343	27.9.2014	D	70
11994	ASIAKAS_1455	27.9.2014	E	100
47	ASIAKAS_5	28.9.2014	A	10
213	ASIAKAS_23	28.9.2014	B	25
1115	ASIAKAS_117	28.9.2014	A	10
1358	ASIAKAS_142	28.9.2014	C	50
1385	ASIAKAS_145	28.9.2014	C	50
1654	ASIAKAS_173	28.9.2014	A	10
2089	ASIAKAS_219	28.9.2014	C	50
2370	ASIAKAS_248	28.9.2014	B	25
2681	ASIAKAS_281	28.9.2014	C	50
2766	ASIAKAS_290	28.9.2014	B	25
2861	ASIAKAS_300	28.9.2014	A	10
3058	ASIAKAS_322	28.9.2014	A	10
3107	ASIAKAS_327	28.9.2014	A	10
3222	ASIAKAS_339	28.9.2014	B	25
3447	ASIAKAS_362	28.9.2014	C	50
4642	ASIAKAS_486	28.9.2014	B	25
6165	ASIAKAS_642	28.9.2014	B	25
6327	ASIAKAS_659	28.9.2014	C	50
6483	ASIAKAS_675	28.9.2014	B	25
7098	ASIAKAS_738	28.9.2014	B	25
7270	ASIAKAS_756	28.9.2014	C	50
7286	ASIAKAS_758	28.9.2014	B	25
8531	ASIAKAS_888	28.9.2014	C	50
8550	ASIAKAS_890	28.9.2014	B	25
9950	ASIAKAS_1047	28.9.2014	D	70
10047	ASIAKAS_1061	28.9.2014	D	70
10155	ASIAKAS_1078	28.9.2014	D	70
10515	ASIAKAS_1134	28.9.2014	D	70
10603	ASIAKAS_1147	28.9.2014	D	70
10826	ASIAKAS_1182	28.9.2014	C	50
11785	ASIAKAS_1395	28.9.2014	D	70
527	ASIAKAS_55	29.9.2014	A	10
605	ASIAKAS_63	29.9.2014	B	25
880	ASIAKAS_92	29.9.2014	C	50
952	ASIAKAS_100	29.9.2014	B	25
1233	ASIAKAS_129	29.9.2014	C	50
1764	ASIAKAS_185	29.9.2014	C	50
1784	ASIAKAS_187	29.9.2014	A	10
2682	ASIAKAS_281	29.9.2014	B	25
3135	ASIAKAS_330	29.9.2014	B	25
3194	ASIAKAS_336	29.9.2014	C	50
3469	ASIAKAS_364	29.9.2014	C	50
3504	ASIAKAS_368	29.9.2014	A	10
3816	ASIAKAS_401	29.9.2014	B	25
4081	ASIAKAS_428	29.9.2014	C	50
4341	ASIAKAS_455	29.9.2014	C	50
4622	ASIAKAS_484	29.9.2014	B	25
4895	ASIAKAS_511	29.9.2014	A	10
4922	ASIAKAS_514	29.9.2014	A	10
5205	ASIAKAS_543	29.9.2014	A	10
5965	ASIAKAS_621	29.9.2014	A	10
6194	ASIAKAS_645	29.9.2014	C	50
6576	ASIAKAS_684	29.9.2014	C	50
6587	ASIAKAS_685	29.9.2014	C	50
6622	ASIAKAS_689	29.9.2014	C	50
7944	ASIAKAS_827	29.9.2014	A	10
8388	ASIAKAS_874	29.9.2014	B	25
8742	ASIAKAS_910	29.9.2014	B	25
8849	ASIAKAS_921	29.9.2014	B	25
8906	ASIAKAS_927	29.9.2014	A	10
9055	ASIAKAS_942	29.9.2014	C	50
9168	ASIAKAS_954	29.9.2014	B	25
10103	ASIAKAS_1071	29.9.2014	C	50
10385	ASIAKAS_1113	29.9.2014	C	50
10510	ASIAKAS_1133	29.9.2014	D	70
11662	ASIAKAS_1360	29.9.2014	D	70
12078	ASIAKAS_1477	29.9.2014	D	70
12105	ASIAKAS_1486	29.9.2014	D	70
982	ASIAKAS_103	30.9.2014	C	50
2175	ASIAKAS_228	30.9.2014	C	50
2742	ASIAKAS_288	30.9.2014	A	10
3182	ASIAKAS_335	30.9.2014	B	25
3300	ASIAKAS_347	30.9.2014	C	50
3319	ASIAKAS_349	30.9.2014	A	10
3416	ASIAKAS_359	30.9.2014	B	25
3622	ASIAKAS_381	30.9.2014	C	50
3689	ASIAKAS_388	30.9.2014	A	10
4128	ASIAKAS_433	30.9.2014	A	10
4203	ASIAKAS_441	30.9.2014	B	25
4393	ASIAKAS_460	30.9.2014	B	25
5262	ASIAKAS_549	30.9.2014	A	10
5600	ASIAKAS_583	30.9.2014	C	50
6328	ASIAKAS_659	30.9.2014	C	50
7746	ASIAKAS_806	30.9.2014	C	50
8211	ASIAKAS_855	30.9.2014	B	25
8646	ASIAKAS_900	30.9.2014	A	10
8743	ASIAKAS_910	30.9.2014	A	10
9169	ASIAKAS_954	30.9.2014	A	10
9314	ASIAKAS_969	30.9.2014	A	10
10156	ASIAKAS_1078	30.9.2014	D	70
10386	ASIAKAS_1113	30.9.2014	C	50
10785	ASIAKAS_1176	30.9.2014	D	70
10940	ASIAKAS_1199	30.9.2014	D	70
11138	ASIAKAS_1230	30.9.2014	C	50
11294	ASIAKAS_1257	30.9.2014	E	100
12008	ASIAKAS_1459	30.9.2014	D	70
12037	ASIAKAS_1466	30.9.2014	E	100
12116	ASIAKAS_1489	30.9.2014	D	70
384	ASIAKAS_40	1.10.2014	A	10
1143	ASIAKAS_120	1.10.2014	C	50
1795	ASIAKAS_188	1.10.2014	C	50
2560	ASIAKAS_268	1.10.2014	C	50
2698	ASIAKAS_283	1.10.2014	A	10
3126	ASIAKAS_329	1.10.2014	A	10
3195	ASIAKAS_336	1.10.2014	C	50
3388	ASIAKAS_356	1.10.2014	B	25
3679	ASIAKAS_387	1.10.2014	A	10
4913	ASIAKAS_513	1.10.2014	C	50
5429	ASIAKAS_566	1.10.2014	C	50
5449	ASIAKAS_568	1.10.2014	A	10
5636	ASIAKAS_587	1.10.2014	B	25
5791	ASIAKAS_603	1.10.2014	B	25
5822	ASIAKAS_606	1.10.2014	C	50
5972	ASIAKAS_622	1.10.2014	B	25
6359	ASIAKAS_662	1.10.2014	C	50
6814	ASIAKAS_709	1.10.2014	C	50
7090	ASIAKAS_737	1.10.2014	B	25
7463	ASIAKAS_776	1.10.2014	B	25
7690	ASIAKAS_800	1.10.2014	C	50
8112	ASIAKAS_845	1.10.2014	C	50
8427	ASIAKAS_878	1.10.2014	B	25
8428	ASIAKAS_878	1.10.2014	B	25
8774	ASIAKAS_913	1.10.2014	C	50
8938	ASIAKAS_930	1.10.2014	A	10
9834	ASIAKAS_1030	1.10.2014	D	70
10762	ASIAKAS_1173	1.10.2014	D	70
11131	ASIAKAS_1229	1.10.2014	D	70
11402	ASIAKAS_1288	1.10.2014	D	70
11451	ASIAKAS_1301	1.10.2014	D	70
11538	ASIAKAS_1324	1.10.2014	E	100
11807	ASIAKAS_1402	1.10.2014	D	70
12021	ASIAKAS_1463	1.10.2014	E	100
12081	ASIAKAS_1478	1.10.2014	E	100
12096	ASIAKAS_1483	1.10.2014	E	100
235	ASIAKAS_25	2.10.2014	A	10
404	ASIAKAS_42	2.10.2014	A	10
1201	ASIAKAS_126	2.10.2014	A	10
1211	ASIAKAS_127	2.10.2014	A	10
2767	ASIAKAS_290	2.10.2014	C	50
2794	ASIAKAS_293	2.10.2014	A	10
3030	ASIAKAS_319	2.10.2014	C	50
3650	ASIAKAS_384	2.10.2014	C	50
4845	ASIAKAS_506	2.10.2014	B	25
5030	ASIAKAS_525	2.10.2014	B	NA
5109	ASIAKAS_533	2.10.2014	C	50
5246	ASIAKAS_547	2.10.2014	C	50
5740	ASIAKAS_598	2.10.2014	C	50
5937	ASIAKAS_618	2.10.2014	C	50
6670	ASIAKAS_694	2.10.2014	C	50
7169	ASIAKAS_745	2.10.2014	C	50
7329	ASIAKAS_762	2.10.2014	C	50
7559	ASIAKAS_786	2.10.2014	A	10
7697	ASIAKAS_801	2.10.2014	A	10
7803	ASIAKAS_812	2.10.2014	B	25
8180	ASIAKAS_852	2.10.2014	A	10
8237	ASIAKAS_858	2.10.2014	A	10
8449	ASIAKAS_880	2.10.2014	A	10
8509	ASIAKAS_886	2.10.2014	A	10
8636	ASIAKAS_899	2.10.2014	A	10
8789	ASIAKAS_915	2.10.2014	A	10
9092	ASIAKAS_946	2.10.2014	A	10
9237	ASIAKAS_961	2.10.2014	B	25
9315	ASIAKAS_969	2.10.2014	B	25
9716	ASIAKAS_1013	2.10.2014	D	70
9790	ASIAKAS_1024	2.10.2014	D	70
9856	ASIAKAS_1033	2.10.2014	C	50
9910	ASIAKAS_1041	2.10.2014	C	50
10604	ASIAKAS_1147	2.10.2014	D	70
10643	ASIAKAS_1153	2.10.2014	D	70
10920	ASIAKAS_1196	2.10.2014	D	70
204	ASIAKAS_22	3.10.2014	B	25
1107	ASIAKAS_116	3.10.2014	C	50
1774	ASIAKAS_186	3.10.2014	C	50
1920	ASIAKAS_201	3.10.2014	B	25
1940	ASIAKAS_203	3.10.2014	C	50
2119	ASIAKAS_222	3.10.2014	B	25
2805	ASIAKAS_294	3.10.2014	A	10
3099	ASIAKAS_326	3.10.2014	B	25
3268	ASIAKAS_344	3.10.2014	A	10
3541	ASIAKAS_372	3.10.2014	A	10
3711	ASIAKAS_390	3.10.2014	B	25
4180	ASIAKAS_438	3.10.2014	C	50
4953	ASIAKAS_517	3.10.2014	A	10
5002	ASIAKAS_522	3.10.2014	B	NA
5077	ASIAKAS_530	3.10.2014	B	NA
5263	ASIAKAS_549	3.10.2014	B	25
5801	ASIAKAS_604	3.10.2014	A	10
5890	ASIAKAS_613	3.10.2014	B	25
6043	ASIAKAS_629	3.10.2014	B	25
7170	ASIAKAS_745	3.10.2014	C	50
7178	ASIAKAS_746	3.10.2014	C	50
7309	ASIAKAS_760	3.10.2014	C	50
7870	ASIAKAS_819	3.10.2014	B	25
8417	ASIAKAS_877	3.10.2014	B	25
8468	ASIAKAS_882	3.10.2014	B	25
8744	ASIAKAS_910	3.10.2014	A	10
11074	ASIAKAS_1221	3.10.2014	D	70
11207	ASIAKAS_1241	3.10.2014	D	70
11513	ASIAKAS_1318	3.10.2014	D	70
11517	ASIAKAS_1319	3.10.2014	E	100
11647	ASIAKAS_1355	3.10.2014	D	70
11823	ASIAKAS_1406	3.10.2014	E	100
178	ASIAKAS_19	4.10.2014	C	50
442	ASIAKAS_46	4.10.2014	B	25
491	ASIAKAS_51	4.10.2014	B	25
1699	ASIAKAS_178	4.10.2014	C	50
2835	ASIAKAS_297	4.10.2014	C	50
3031	ASIAKAS_319	4.10.2014	A	10
3127	ASIAKAS_329	4.10.2014	A	10
3680	ASIAKAS_387	4.10.2014	C	50
4896	ASIAKAS_511	4.10.2014	A	10
5172	ASIAKAS_540	4.10.2014	B	25
5676	ASIAKAS_591	4.10.2014	A	10
5877	ASIAKAS_612	4.10.2014	C	50
6051	ASIAKAS_630	4.10.2014	C	50
7257	ASIAKAS_755	4.10.2014	C	50
7278	ASIAKAS_757	4.10.2014	B	25
7411	ASIAKAS_771	4.10.2014	A	10
8597	ASIAKAS_895	4.10.2014	B	25
10020	ASIAKAS_1057	4.10.2014	D	70
10973	ASIAKAS_1205	4.10.2014	C	50
11034	ASIAKAS_1214	4.10.2014	C	50
11285	ASIAKAS_1255	4.10.2014	D	70
11403	ASIAKAS_1288	4.10.2014	E	100
11637	ASIAKAS_1352	4.10.2014	D	70
11870	ASIAKAS_1418	4.10.2014	E	100
539	ASIAKAS_56	5.10.2014	B	25
983	ASIAKAS_103	5.10.2014	A	10
1273	ASIAKAS_133	5.10.2014	A	10
1541	ASIAKAS_161	5.10.2014	B	25
1605	ASIAKAS_168	5.10.2014	B	25
1765	ASIAKAS_185	5.10.2014	B	25
2500	ASIAKAS_262	5.10.2014	A	10
4363	ASIAKAS_457	5.10.2014	B	25
4364	ASIAKAS_457	5.10.2014	B	25
4934	ASIAKAS_515	5.10.2014	A	10
5154	ASIAKAS_538	5.10.2014	C	50
5662	ASIAKAS_590	5.10.2014	A	10
6964	ASIAKAS_724	5.10.2014	C	50
7287	ASIAKAS_758	5.10.2014	A	10
8046	ASIAKAS_838	5.10.2014	A	10
8294	ASIAKAS_864	5.10.2014	B	25
8389	ASIAKAS_874	5.10.2014	C	50
8418	ASIAKAS_877	5.10.2014	A	10
8765	ASIAKAS_912	5.10.2014	B	25
8899	ASIAKAS_926	5.10.2014	B	25
8958	ASIAKAS_932	5.10.2014	A	10
8985	ASIAKAS_935	5.10.2014	B	25
9072	ASIAKAS_944	5.10.2014	A	10
9277	ASIAKAS_965	5.10.2014	B	25
9501	ASIAKAS_988	5.10.2014	B	25
10458	ASIAKAS_1124	5.10.2014	D	70
10531	ASIAKAS_1136	5.10.2014	C	50
11369	ASIAKAS_1278	5.10.2014	E	100
294	ASIAKAS_31	6.10.2014	B	25
482	ASIAKAS_50	6.10.2014	A	10
804	ASIAKAS_84	6.10.2014	C	50
852	ASIAKAS_89	6.10.2014	A	10
953	ASIAKAS_100	6.10.2014	B	25
1086	ASIAKAS_114	6.10.2014	B	25
1421	ASIAKAS_149	6.10.2014	A	10
1881	ASIAKAS_197	6.10.2014	A	10
2051	ASIAKAS_215	6.10.2014	B	25
2100	ASIAKAS_220	6.10.2014	B	25
2656	ASIAKAS_278	6.10.2014	A	10
2849	ASIAKAS_299	6.10.2014	C	50
3286	ASIAKAS_346	6.10.2014	C	50
3494	ASIAKAS_367	6.10.2014	C	50
4333	ASIAKAS_454	6.10.2014	B	25
4661	ASIAKAS_488	6.10.2014	B	25
5483	ASIAKAS_571	6.10.2014	B	25
5700	ASIAKAS_594	6.10.2014	C	50
6159	ASIAKAS_641	6.10.2014	A	10
6166	ASIAKAS_642	6.10.2014	C	50
6234	ASIAKAS_649	6.10.2014	A	10
6752	ASIAKAS_702	6.10.2014	C	50
7207	ASIAKAS_749	6.10.2014	A	10
7550	ASIAKAS_785	6.10.2014	A	10
8056	ASIAKAS_839	6.10.2014	C	50
8221	ASIAKAS_856	6.10.2014	A	10
8809	ASIAKAS_917	6.10.2014	B	25
8892	ASIAKAS_925	6.10.2014	B	25
9187	ASIAKAS_956	6.10.2014	C	50
9249	ASIAKAS_962	6.10.2014	B	25
9826	ASIAKAS_1029	6.10.2014	D	70
9970	ASIAKAS_1050	6.10.2014	D	70
10104	ASIAKAS_1071	6.10.2014	C	50
10399	ASIAKAS_1115	6.10.2014	C	50
11175	ASIAKAS_1236	6.10.2014	C	50
11201	ASIAKAS_1240	6.10.2014	C	50
12041	ASIAKAS_1467	6.10.2014	D	70
443	ASIAKAS_46	7.10.2014	B	25
1274	ASIAKAS_133	7.10.2014	C	50
1492	ASIAKAS_156	7.10.2014	A	10
1617	ASIAKAS_169	7.10.2014	B	25
1974	ASIAKAS_207	7.10.2014	B	25
1995	ASIAKAS_209	7.10.2014	A	10
2666	ASIAKAS_279	7.10.2014	C	50
3014	ASIAKAS_317	7.10.2014	B	25
3086	ASIAKAS_325	7.10.2014	B	25
3389	ASIAKAS_356	7.10.2014	A	10
3670	ASIAKAS_386	7.10.2014	B	25
4129	ASIAKAS_433	7.10.2014	A	10
4369	ASIAKAS_458	7.10.2014	A	10
4827	ASIAKAS_504	7.10.2014	C	50
5420	ASIAKAS_565	7.10.2014	C	50
6729	ASIAKAS_700	7.10.2014	B	25
6895	ASIAKAS_717	7.10.2014	B	25
7310	ASIAKAS_760	7.10.2014	C	50
7604	ASIAKAS_791	7.10.2014	A	10
8390	ASIAKAS_874	7.10.2014	C	50
8656	ASIAKAS_901	7.10.2014	C	50
8939	ASIAKAS_930	7.10.2014	A	10
9508	ASIAKAS_989	7.10.2014	B	25
9646	ASIAKAS_1003	7.10.2014	D	70
11124	ASIAKAS_1228	7.10.2014	D	70
11139	ASIAKAS_1230	7.10.2014	D	70
11430	ASIAKAS_1295	7.10.2014	E	100
518	ASIAKAS_54	8.10.2014	A	10
1422	ASIAKAS_149	8.10.2014	A	10
2069	ASIAKAS_217	8.10.2014	C	50
2311	ASIAKAS_242	8.10.2014	C	50
2904	ASIAKAS_305	8.10.2014	A	10
2957	ASIAKAS_311	8.10.2014	C	50
3059	ASIAKAS_322	8.10.2014	A	10
3448	ASIAKAS_362	8.10.2014	B	25
3531	ASIAKAS_371	8.10.2014	A	10
3542	ASIAKAS_372	8.10.2014	C	50
3847	ASIAKAS_404	8.10.2014	B	25
4082	ASIAKAS_428	8.10.2014	A	10
4353	ASIAKAS_456	8.10.2014	B	25
4672	ASIAKAS_489	8.10.2014	C	50
5110	ASIAKAS_533	8.10.2014	C	50
5165	ASIAKAS_539	8.10.2014	A	10
5581	ASIAKAS_581	8.10.2014	A	10
6081	ASIAKAS_633	8.10.2014	B	25
6087	ASIAKAS_634	8.10.2014	B	25
6329	ASIAKAS_659	8.10.2014	C	50
7258	ASIAKAS_755	8.10.2014	C	50
8790	ASIAKAS_915	8.10.2014	B	25
